181	0	packages/daemon/src/transport/socket-server.ts
38	0	packages/daemon/src/transport/transport-error.ts
126	0	packages/daemon/src/transport/wire-codec.test.ts
289	0	packages/daemon/src/transport/wire-codec.ts
1	0	packages/daemon/src/worker-entry.ts
161	64	apps/cli/src/daemon/daemon-navigation-worker-entry.ts => packages/daemon/src/worker/navigation-worker-entry.ts
462	0	packages/daemon/src/worker/navigation-worker.test.ts
36	20	apps/cli/src/daemon/daemon-navigation-worker.ts => packages/daemon/src/worker/navigation-worker.ts
470	0	packages/daemon/src/worker/worker-generation-manager.test.ts
250	0	packages/daemon/src/worker/worker-generation-manager.ts
50	5	apps/cli/src/daemon/daemon-navigation-worker-protocol.test.ts => packages/daemon/src/worker/worker-protocol.test.ts
54	31	apps/cli/src/daemon/daemon-navigation-worker-protocol.ts => packages/daemon/src/worker/worker-protocol.ts
43	0	packages/daemon/test/actors/daemon-accepted-caller.ts
2	2	{apps/cli/test/helpers => packages/daemon/test/actors}/daemon-live-silent.ts
4	4	{apps/cli/test/helpers => packages/daemon/test/actors}/daemon-malformed-activity.ts
118	45	apps/cli/test/helpers/workspace-daemon-stuck.ts => packages/daemon/test/actors/daemon-process-coordinator-controlled.ts
49	20	apps/cli/test/helpers/workspace-daemon-persistent-pressure.ts => packages/daemon/test/actors/daemon-process-coordinator-persistent-pressure.ts
8	5	{apps/cli/test/helpers => packages/daemon/test/actors}/daemon-startup-mutation-owner.ts
8	5	{apps/cli/test/helpers => packages/daemon/test/actors}/daemon-startup-publisher.ts
58	0	packages/daemon/test/fixtures/executor-module.mjs
75	0	packages/daemon/test/fixtures/executor-module.test.ts
95	0	packages/daemon/test/fixtures/executor-module.ts
46	0	packages/daemon/test/fixtures/observable-executor-module.mjs
229	0	packages/daemon/test/helpers/adversarial-daemon-peer-harness.ts
17	0	packages/daemon/test/helpers/canonical-path.ts
49	0	packages/daemon/test/helpers/daemon-controller.ts
10	0	{apps/cli => packages/daemon}/test/helpers/daemon-navigation-worker-fixture.mjs
21	0	packages/daemon/test/helpers/daemon-policy.ts
99	0	packages/daemon/test/helpers/daemon-process-coordinator-stuck.ts
133	0	packages/daemon/test/helpers/daemon-process-coordinator.ts
24	0	packages/daemon/test/helpers/daemon-process-terminator.ts
2	2	{apps/cli => packages/daemon}/test/helpers/daemon-registry-cleaner.ts
24	0	packages/daemon/test/helpers/daemon-registry.ts
34	0	packages/daemon/test/helpers/daemon-resource-policy.ts
53	0	packages/daemon/test/helpers/daemon-startup-coordinator.ts
8	5	{apps/cli => packages/daemon}/test/helpers/daemon-startup-mutation-owner.ts
106	0	packages/daemon/test/helpers/daemon-transport.ts
33	0	packages/daemon/test/helpers/executor-output.ts
49	0	packages/daemon/test/helpers/injected-daemon-executor-fixture.mjs
31	0	packages/daemon/test/helpers/resource-sampling-daemon-executor-fixture.mjs
76	0	packages/daemon/test/integration/adversarial-daemon-peers.test.ts
79	0	packages/daemon/test/integration/built-entry-artifacts.test.ts
284	0	packages/daemon/test/integration/built-process-entry.test.ts
61	0	packages/daemon/test/integration/built-process-launcher.test.ts
77	0	packages/daemon/test/public-import.test.ts
20	0	packages/daemon/test/testing-public-import.test.ts
0	0	packages/{core => daemon}/tsconfig.json
14	0	packages/daemon/tsconfig.test.json
0	2	{apps/cli => packages/daemon}/vitest.config.ts
2	1	packages/renderer/package.json
1	0	packages/renderer/src/index.ts
210	0	packages/renderer/src/lifecycle/daemon-lifecycle-renderer.test.ts
1	5	{apps/cli/src/daemon => packages/renderer/src/lifecycle}/daemon-lifecycle-renderer.ts
1	1	packages/renderer/tsconfig.json
1	1	packages/telemetry/src/index.ts
9	55	packages/telemetry/src/state-dir.test.ts
1	30	packages/telemetry/src/state-dir.ts
10	4	plans/000/symnav-stages.md
56	14	plans/005/daemon-follow-ups-functional-spec.md
66	0	plans/005/daemon-policy.md
15	0	pnpm-lock.yaml
1	0	tsconfig.json
